timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
660236,36.47,33.88,99.00,400,6,1.95,0.54,1.32,0.40
660486,36.48,33.85,99.00,400,8,1.95,0.55,1.33,0.40
660736,36.48,33.86,99.00,400,3,1.94,0.55,1.33,0.40
660986,36.47,33.87,99.00,400,4,1.94,0.55,1.33,0.40
661236,36.49,33.85,99.00,400,3,1.95,0.55,1.33,0.40
661486,36.48,33.85,99.00,400,8,1.95,0.54,1.33,0.40
661736,36.48,33.85,99.00,400,3,1.95,0.55,1.33,0.40
661986,36.49,33.85,99.00,400,2,1.94,0.55,1.33,0.40
