timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
3328237,35.65,45.14,99.05,434,60000,2.56,1.26,2.25,1.36
3328487,35.65,45.11,99.05,432,60000,2.56,1.26,2.25,1.36
3328737,35.65,45.13,99.05,445,60000,2.56,1.27,2.25,1.36
3328987,35.65,45.13,99.05,437,60000,2.56,1.27,2.25,1.36
3329237,35.65,45.13,99.05,439,60000,2.56,1.27,2.25,1.36
3329487,35.66,45.13,99.05,450,60000,2.57,1.27,2.25,1.36
3329737,35.66,45.11,99.05,439,60000,2.57,1.27,2.25,1.36
3329987,35.66,45.13,99.05,441,60000,2.57,1.27,2.25,1.36
