timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
6860238,31.88,37.16,99.05,400,374,1.49,0.42,0.91,0.40
6860488,31.89,37.18,99.05,400,378,1.48,0.42,0.91,0.40
6860738,31.88,37.17,99.06,400,374,1.48,0.42,0.91,0.40
6860988,31.89,37.16,99.06,400,382,1.48,0.41,0.91,0.40
6861238,31.89,37.17,99.06,400,371,1.48,0.42,0.91,0.40
6861488,31.90,37.16,99.05,400,378,1.48,0.41,0.91,0.40
6861738,31.89,37.16,99.06,400,383,1.49,0.42,0.91,0.40
6861988,31.89,37.17,99.05,400,384,1.49,0.42,0.91,0.40
