timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
244236,34.20,36.15,99.01,463,164,1.47,0.35,0.96,0.40
244486,34.21,36.15,99.02,454,153,1.47,0.35,0.95,0.40
244736,34.20,36.16,99.02,452,155,1.47,0.35,0.96,0.40
244986,34.20,36.16,99.02,451,153,1.47,0.35,0.95,0.40
245236,34.20,36.15,99.02,439,147,1.47,0.35,0.95,0.40
245486,34.20,36.16,99.02,443,146,1.47,0.35,0.95,0.40
245736,34.20,36.15,99.02,433,145,1.47,0.35,0.96,0.40
245986,34.20,36.15,99.02,432,146,1.47,0.35,0.96,0.40
