timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
352236,32.19,50.42,99.54,9779,34798,2.99,2.44,2.94,1.85
352486,32.18,50.42,99.54,8991,32567,2.98,2.45,2.94,1.87
352736,32.18,50.43,99.54,8360,30859,2.98,2.46,2.94,1.90
352986,32.18,50.44,99.54,7601,28315,2.99,2.48,2.94,1.93
353236,32.17,50.44,99.54,6970,26432,2.98,2.49,2.94,1.94
353486,32.17,50.44,99.54,6535,24376,2.99,2.51,2.95,1.95
353736,32.17,50.43,99.54,6084,22319,2.99,2.52,2.95,1.95
353986,32.17,50.44,99.54,5528,20681,2.99,2.54,2.95,1.96
