timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
13224239,33.75,38.96,99.10,20753,60000,2.72,1.38,2.46,2.18
13224489,33.75,38.95,99.10,20836,60000,2.72,1.38,2.47,2.17
13224739,33.76,38.95,99.10,20919,60000,2.72,1.38,2.47,2.17
13224989,33.76,38.94,99.10,20974,60000,2.72,1.38,2.47,2.18
13225239,33.75,38.93,99.10,20864,60000,2.72,1.38,2.47,2.18
13225489,33.76,38.94,99.10,20809,60000,2.72,1.38,2.47,2.18
13225739,33.77,38.94,99.10,20905,60000,2.72,1.38,2.47,2.18
13225989,33.77,38.93,99.10,21002,60000,2.72,1.38,2.47,2.18
