timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
882237,32.58,47.33,99.89,950,1276,2.21,1.05,1.75,0.87
882487,32.59,47.32,99.89,940,1271,2.21,1.05,1.75,0.87
882737,32.59,47.31,99.89,943,1277,2.21,1.06,1.75,0.88
882987,32.60,47.31,99.89,937,1259,2.21,1.06,1.75,0.88
883237,32.60,47.30,99.89,948,1280,2.21,1.06,1.75,0.88
883487,32.60,47.28,99.89,956,1303,2.21,1.06,1.75,0.88
883737,32.60,47.26,99.89,939,1289,2.21,1.06,1.75,0.88
883987,32.60,47.26,99.89,916,1285,2.21,1.06,1.75,0.88
