timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
204236,30.26,40.74,99.91,1700,4001,2.39,1.62,2.16,0.98
204486,30.27,40.73,99.91,1701,4046,2.39,1.61,2.16,0.98
204736,30.26,40.73,99.91,1685,4081,2.39,1.61,2.16,0.98
204986,30.27,40.73,99.91,1711,4026,2.39,1.62,2.16,0.98
205236,30.27,40.73,99.91,1710,4091,2.39,1.61,2.16,0.98
205486,30.27,40.73,99.91,1714,4031,2.39,1.62,2.16,0.98
205736,30.28,40.74,99.91,1702,4031,2.39,1.62,2.17,0.98
205986,30.28,40.76,99.91,1698,4021,2.39,1.62,2.17,0.98
