timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
6944238,32.05,37.07,99.05,400,433,1.50,0.48,0.96,0.41
6944488,32.04,37.05,99.05,400,443,1.50,0.48,0.96,0.41
6944738,32.05,37.07,99.05,400,423,1.50,0.48,0.96,0.41
6944988,32.04,37.06,99.05,400,430,1.50,0.48,0.96,0.41
6945238,32.05,37.07,99.05,400,425,1.50,0.48,0.97,0.41
6945488,32.04,37.06,99.05,400,438,1.50,0.48,0.96,0.41
6945738,32.04,37.07,99.05,400,433,1.50,0.47,0.96,0.41
6945988,32.05,37.07,99.05,400,429,1.50,0.47,0.97,0.41
